Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
Zodiac Aerospace,ZC, France,Plaisir,"January 25, 2018",,,3.0,2.0,2.0,,3.0,3.0,2.0,Former,,,Contractor,, Tool Designer,"Doesn't Recommend, Negative Outlook, No opinion of CEO",,,,,,,,More than 10 years,Used to be C&D Aerospace,Move out of California (USA),Restructure the system to keep the middle man (Lead Engineer)
Zodiac Aerospace,ZC, France,Plaisir,"July 13, 2018",,,2.0,2.0,2.0,,2.0,2.0,2.0,,Current,,,, Data Analyst,"Doesn't Recommend, Positive Outlook, No opinion of CEO",full time,,less than a year,,,,,,Lots of work in a fast moving environment.,Lost in the stream of requests.,Stop allowing each department to build silos.
Zodiac Aerospace,ZC, France,Plaisir,"August 19, 2015",,(3),1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,Lead Eng,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,,,,,,,There is Noting best at zodiac aerospace which I want to share,"Management is very very poor. Salary is below the market value at aerospace industry just for employees , not for management. They gave huge bones to them All managers doesn't have any experience even doesn't have degree.",None
Zodiac Aerospace,ZC, France,Plaisir,"March 23, 2017",,,2.0,2.0,1.0,,3.0,1.0,1.0,,Current,,Contractor,, Anonymous Contractor,None,,,less than a year,,,,,,It's a job if you need one,To many inexperienced employees with a lack of good work ethic,None
Zodiac Aerospace,ZC, France,Plaisir,"August 23, 2017",,,3.0,,,,,,,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,Great culture and strong management,No cons other than some turnover,Keep up the good work
Zodiac Aerospace,ZC, France,Plaisir,"February 15, 2018",,,2.0,4.0,3.0,,3.0,3.0,1.0,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,,,Great people Decent benefits Fast changing industry,Lack of leadership. Too many layers of management,Clean house. Hire people with leadership skills
Zodiac Aerospace,ZC, France,Plaisir,"December 5, 2015",,(1),3.0,3.0,3.0,,2.0,3.0,2.0,,,,,, Doesn't Recommend,"Neutral Outlook, No opinion of CEO",,,,,,,,,"Well known company, international business contacts","No opportunity for advancement, lower salaries than industry average",None
Zodiac Aerospace,ZC, France,Plaisir,"April 20, 2016",,,3.0,3.0,2.0,,4.0,3.0,2.0,,,,,,Aircraft Mechanic/Expeditor Specialist ,"Doesn't Recommend, Disapproves of CEO",,,less than a year,,,,,,It has good benifits then most jobs,Pay and manage are not that's great,Pay your employees
Zodiac Aerospace,ZC, France,Plaisir,"May 31, 2015",,(1),2.0,1.0,2.0,,2.0,2.0,2.0,,,,,, Doesn't Recommend,"Neutral Outlook, No opinion of CEO",,,,,,,,,good learning experience plenty of helpful People.,Lots of hours for salaried exempt work.,Review the workload share
Zodiac Aerospace,ZC, France,Plaisir,"February 14, 2016",,,2.0,1.0,1.0,,4.0,2.0,1.0,,,,,,Employee,NULL,,,,,,,,,A lot opportunities...good people to work with,No direction...a lot turn over due,need to take care your employees
Zodiac Aerospace,ZC, France,Plaisir,"May 14, 2017",,,3.0,4.0,4.0,,2.0,2.0,3.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,,,,,Good 401K plan and good work life balance,Growth opportunities limited  Compensation not par with industry,None
Zodiac Aerospace,ZC, France,Plaisir,"December 19, 2017",,,3.0,5.0,2.0,,3.0,5.0,1.0,,Current,,,, Mechanical Engineer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,less than a year,,,,,,The people that work there are amazing,Lots of benefits and PTO,Need to focus on quality.
Zodiac Aerospace,ZC, France,Plaisir,"June 7, 2015",,,3.0,5.0,2.0,,3.0,5.0,1.0,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,Great place for new grads to learn the industry.,Long working hours and high stress level.,None
Zodiac Aerospace,ZC, France,Plaisir,"April 7, 2017",,,2.0,1.0,1.0,,2.0,2.0,2.0,Former,,,,, Anonymous Employee ,NULL,full time,,,,,,,,good talent around the workplace,Good job performance is hardly recognized and rewarded,Recognize and reward individual achievements
Zodiac Aerospace,ZC, France,Plaisir,"September 13, 2015",,,2.0,1.0,1.0,,2.0,3.0,1.0,,,,,,Certification Eng,"Doesn't Recommend, Negative Outlook, No opinion of CEO",,,,,,,,,"Benefits. 401k, Health insurance, Paid vacation, sick and personal time.",No growth. No room for improvement.,None
Zodiac Aerospace,ZC, France,Plaisir,"February 9, 2016",,,2.0,3.0,2.0,,3.0,2.0,2.0,,,,,,Design Eng,"Recommends, Negative Outlook, No opinion of CEO",,,,,,,,,Interesting product Line / Nice market position,Limited Salary and monolithic management,Get more new people in
Zodiac Aerospace,ZC, France,Plaisir,"March 9, 2016",,,3.0,,,,,,,,,,,,Cable Harness Assembly ,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,It's very good to work at zodiac,"Nice place, and people yo work with",None
Zodiac Aerospace,ZC, France,Plaisir,"November 17, 2016",,(1),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,,,Employee's for the most part are friendly and helpful,Management & the pay is horrible. Very demanding and stressful...once the company merged with Weber it's been down hill since. Its sad when manager don't have a clue as to what is going on with the company.,None
Zodiac Aerospace,ZC, France,Plaisir,"January 19, 2017",,,3.0,4.0,4.0,,2.0,3.0,3.0,,Current,,,, Anonymous Employee ,NULL,full time,,,More than a year,,,,,Flexibility / Nice people / good benefits,no room for growth/employees seen as disposable,None
Zodiac Aerospace,ZC, France,Plaisir,"February 15, 2017",,,3.0,3.0,1.0,,4.0,2.0,1.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,,,Many opportunities for career advancement,Management is more focused on fighting fires than preventing them,None
Zodiac Aerospace,ZC, France,Plaisir,"August 17, 2017",,,3.0,1.0,4.0,,3.0,2.0,2.0,,Current,,,, Anonymous Employee ,Disapproves of CEO,full time,,less than a year,,,,,,"Fun environment at times, business travel, nice employees","Poor work-life balance, many projects, extreme fire-fighting",None
Zodiac Aerospace,ZC, France,Plaisir,"April 8, 2018",,(1),2.0,1.0,1.0,,1.0,4.0,1.0,Former,,,,, Anonymous Employee,NULL,full time,,,,,More than 5 years,,,Good health benefits. Ok salary,Management is doesn't know what it is doing,Resign
Zodiac Aerospace,ZC, France,Plaisir,"September 28, 2011",,,2.0,3.0,,,2.0,2.5,3.0,,,,,, ,"Doesn't Recommend, No opinion of CEO",,,,,,,,,The people who you work with,The management needs to be more respectful,None
Zodiac Aerospace,ZC, France,Plaisir,"January 14, 2015",,,1.0,1.0,1.0,,2.0,2.0,1.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook",full time,,,,More than 3 years,,,,"If you tend to just ""blend in"", this may be the job for you. No shortage of overtime if you need to supplement your income.","IT systems, manufacturing processes, facility and company management are not modern. Very ""old school"". No work/life balance here.",None
Zodiac Aerospace,ZC, France,Plaisir,"July 17, 2015",,,3.0,2.0,2.0,,3.0,1.0,2.0,,Current,,Contractor,, R&D Engineering Technician,None,,,less than a year,,,,,,Lots of interesting people,"lack of structure, engineer demi-god mentality, lack of team work",None
Zodiac Aerospace,ZC, France,Plaisir,"January 19, 2016",,(1),3.0,3.0,3.0,,2.0,3.0,3.0,,,,,,Quality Inspector ,None,,,less than a year,,,,,,lots of work available for production,need training program for production,None
Zodiac Aerospace,ZC, France,Plaisir,"February 13, 2017",,,2.0,2.0,3.0,,3.0,4.0,2.0,Former,,,,, Anonymous Employee ,NULL,full time,,,More than a year,,,,,the people who work there are good,work life balance for mid management is not good,None
Zodiac Aerospace,ZC, France,Plaisir,"July 6, 2017",,(2),2.0,1.0,1.0,,1.0,3.0,1.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, No opinion of CEO",full time,,,,,,,,The company offers decent benefits,"high turnover, challenges with inconsistent management",None
Zodiac Aerospace,ZC, France,Plaisir,"June 2, 2014",,(1),2.0,3.0,1.0,,2.0,2.0,,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook",full time,,,,,,,,good opportuniy to learn and develop experience,sucky opportunity to advance in career,None
Zodiac Aerospace,ZC, France,Plaisir,"September 15, 2015",,,2.0,1.0,1.0,,2.0,2.0,2.0,,Current,,,, Materials Manager,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,Autonomy and self reliance on outcome,No uniform in any manner,Learn to be managers
Zodiac Aerospace,ZC, France,Plaisir,"November 7, 2017",,,3.0,,,,,,,,Current,,,, Anonymous Employee ,NULL,full time,,,,,More than 5 years,,,Great medical and dental coverage,"High factory turnover, sucession planning can be challenging",None
Zodiac Aerospace,ZC, France,Plaisir,"February 1, 2018",,,3.0,3.0,3.0,,4.0,3.0,3.0,Former,,,,, Anonymous Employee ,NULL,full time,,,,,,,,good place to start for college students,company needs to invest in newer technology,None
Zodiac Aerospace,ZC, France,Plaisir,"May 14, 2018",,,1.0,1.0,1.0,,1.0,1.0,1.0,Former,,,Contractor,, Anonymous Contractor ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,,,,,,,None that I can think of,Warehouse lead was a Uncle Tom lazy under qualified sissy. There’s no structure within any of the building in Atlanta,Fire all upper management from the leads up then reorganize... can’t see them staying in business another 1-3years
Zodiac Aerospace,ZC, France,Plaisir,"February 23, 2017",,(2),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook",full time,,,,,More than 5 years,,,you work if you have good relation with your boss and can survive for another 50 years,full nepotism company. people who work or give solution are dis-repected and beaten hard,open your eyes and try to find talent which is definitely there
Zodiac Aerospace,ZC, France,Plaisir,"March 6, 2017",,,2.0,,,,,,,,Current,,,, Anonymous Employee ,Doesn't Recommend,full time,,,,,,,,Most of my coworkers are Great!!!,The Moral from poor management is very low.,None
Zodiac Aerospace,ZC, France,Plaisir,"March 23, 2017",,,2.0,2.0,2.0,,2.0,2.0,2.0,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,,,,Lots of responsibility given to young engineers.,"Management plays favorites, overworked and underpaid.",None
Zodiac Aerospace,ZC, France,Plaisir,"May 12, 2017",,,2.0,,,,,,,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,I really can not think of anything.,people I work with,Nothing to say.
Zodiac Aerospace,ZC, France,Plaisir,"August 29, 2017",,,2.0,3.0,1.0,,1.0,2.0,1.0,Former,,,,, Manufacturing Engineer,"Neutral Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,Good environment for hands on learning,Lack of growth opportunities and cohesive direction,None
Zodiac Aerospace,ZC, France,Plaisir,"April 11, 2013",,,3.0,,,,,,,,,,,,Employee,NULL,,,,,,,,,Opportunity to advance is good.,Sometimes decisions can take too much time.,None
Zodiac Aerospace,ZC, France,Plaisir,"March 3, 2016",,,3.0,3.0,2.0,,3.0,3.0,2.0,,,,,,Eng,"Recommends, Neutral Outlook, Approves of CEO",,,less than a year,,,,,,A good company to gain experience,Management style is not well developed,None
Zodiac Aerospace,ZC, France,Plaisir,"June 7, 2017",,,2.0,3.0,1.0,,2.0,3.0,1.0,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, Disapproves of CEO",full time,,,,,,,,You will learn a lot,disorganized with no real fix in sight.,None
Zodiac Aerospace,ZC, France,Plaisir,"June 7, 2018",,,2.0,1.0,1.0,,1.0,1.0,2.0,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,,,,,Great People that I worked directly with,Over worked and under paid,None
Zodiac Aerospace,ZC, France,Plaisir,"March 7, 2013",,(3),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, Quality Assurance ,"Doesn't Recommend, Neutral Outlook",full time,,,,,,More than 8 years,,"None. If you are unemployed, this is the best place to work for $8.50-9.00/hr. Laborer or even entry level in quality inspection or clerical work.",Does not compensate hard worker employees.,Be fair. Reward loyal and hard working employees.
Zodiac Aerospace,ZC, France,Plaisir,"June 13, 2015",,,3.0,2.0,,,3.0,3.0,3.0,,,,,,Employee,NULL,,,,,,,,,like the people working with.,work life balance not so great,None
Zodiac Aerospace,ZC, France,Plaisir,"March 24, 2016",,,3.0,3.0,3.0,,3.0,3.0,1.0,,,,,,Quality Eng,"Neutral Outlook, No opinion of CEO",,,,More than a year,,,,,Great people with good intentions.,Poor management with poor communication.,None
Zodiac Aerospace,ZC, France,Plaisir,"March 27, 2017",,,3.0,2.0,2.0,,3.0,3.0,2.0,,Current,,,, Anonymous Employee ,"Neutral Outlook, No opinion of CEO",full time,,,,,,,,"Flexibility, team members, location, holidays","Work life balance, stress, favoritism",None
Zodiac Aerospace,ZC, France,Plaisir,"October 10, 2017",,(1),1.0,3.0,2.0,,3.0,2.0,1.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,More than a year,,,,,"The pros of this place is great but the cons out weigh the good. There are people and amazing co-workers, there is the optional for a flexible schedule, and there is minimal supervision.","Horrible leadership, and low morale",None
Zodiac Aerospace,ZC, France,Plaisir,"June 9, 2014",,(2),1.0,1.0,1.0,,1.0,1.0,1.0,,Current,,,, Engineer,"Doesn't Recommend, Neutral Outlook, Disapproves of CEO",full time,,,More than a year,,,,,"Well if you like to get shafted by HR and Managment, it is a great company.","HR, and management suck.",None
Zodiac Aerospace,ZC, France,Plaisir,"November 29, 2016",,(1),1.0,1.0,1.0,,1.0,1.0,1.0,,,,,, ,"Doesn't Recommend, Positive Outlook",,,less than a year,,,,,,Learning to run machines was a good experience.also able to work overtime if wanted to,Low pay for doing engineer type tasks.bad management in some departments.dangerous enviroment.Breaking in a lot of hazardous chemicals.,Be fair and treat employees with respect.
Zodiac Aerospace,ZC, France,Plaisir,"January 18, 2017",,,2.0,,,,,,,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,"Good benefits, hour bank, vacation.","Management, long hours, pour pay.",None
Zodiac Aerospace,ZC, France,Plaisir,"April 24, 2018",,(2),1.0,1.0,1.0,,1.0,1.0,1.0,Former,,,,, Buyer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,More than 3 years,,,,Good product when they could be delivered,"Everything, slow decision making, never learned from their mistakes, treated people like animals",They should leave and let real new managers take over
Zodiac Aerospace,ZC, France,Plaisir,"April 6, 2015",,,1.0,1.0,2.0,,1.0,2.0,2.0,,,,,, Doesn't Recommend,Negative Outlook,,,,,,,,,None the plant is in disarray and needs to focus on the basics.,Lots of turn-over. Leadership is in a turnover situation trying to find itself,Steady out on a course
Zodiac Aerospace,ZC, France,Plaisir,"May 4, 2015",,,1.0,2.0,1.0,,1.0,2.0,1.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,,,More than 5 years,,,Good place to start in the industry  Good benefits  Good working hours,Pay is insulting Management is disrespectful Customers are treated poorly Employees are treated unfairly,Treat your employees with respect and fairness. 
Zodiac Aerospace,ZC, France,Plaisir,"November 3, 2017",,(1),1.0,2.0,1.0,,1.0,2.0,1.0,,,,,,Tool,"Doesn't Recommend, Negative Outlook, No opinion of CEO",,,,,,,,More than 10 years,Really no pros about working for this company except paycheck is always available on Fridays.,this place was very stressful.,step down if you don't have a clue on how to do your job.
Zodiac Aerospace,ZC, France,Plaisir,"December 6, 2017",,,1.0,1.0,2.0,,2.0,3.0,2.0,,Current,,,, Design Engineer III,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Not too many, and this is my second Zodiac site.",Very disorganized at many of the facilities I have worked for and/or with.,There needs to be far better resource and time management.
Zodiac Aerospace,ZC, France,Plaisir,"December 11, 2015",,,1.0,2.0,1.0,,1.0,,1.0,Former,,,Contractor,, Engineer,Doesn't Recommend,,,,More than a year,,,,,"good pay...of course you are out in the middle of nowhere, they have to pay well","Engineers are just assembly line workers here. Cut and paste, very little design",None
Zodiac Aerospace,ZC, France,Plaisir,"February 24, 2017",,(1),1.0,2.0,1.0,,1.0,1.0,1.0,,Current,,,, Supplier Quality Engineer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,Hire quickly and Pay decent salaries for the location.,Tremendous Turnover. Unaccountable Management from Exec level down. Bleeding cash flow. Hostile work environment.,Take accountability and stop undermining eachother
Zodiac Aerospace,ZC, France,Plaisir,"January 13, 2017",,,1.0,1.0,1.0,,1.0,2.0,1.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Approves of CEO",full time,,,More than a year,,,,,There is nothing good about Zodiac at this location,"No support from upper managements only profit oriented, low tech organization",treat your people better and listen rather then dictate
Zodiac Aerospace,ZC, France,Plaisir,"February 21, 2018",,(1),1.0,1.0,1.0,,,2.0,1.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,You get paid every week.,It’s a Horrible enviorment for women!!!!,It is time to clean house— upper management is clueless to the culture! They are the problem!
Zodiac Aerospace,ZC, France,Plaisir,"January 17, 2016",,(4),1.0,1.0,2.0,,2.0,2.0,1.0,Former,,,,, Assistant Director of External Supply Chain,"Doesn't Recommend, Negative Outlook",full time,,,More than a year,,,,,There are none that I can think of,"Poor Executive Leadership, to much Zodiac France interference","Measure leadership by examples, not politics"
Zodiac Aerospace,ZC, France,Plaisir,"July 29, 2014",,(3),1.0,1.0,1.0,,1.0,1.0,1.0,,,,,, Doesn't Recommend,"Negative Outlook, Disapproves of CEO",,,,,,,,,A good place for someone fresh out of college.,"Overworked, Underpaid , Not a place for women. No career growth.",None
Zodiac Aerospace,ZC, France,Plaisir,"September 12, 2013",,(1),1.0,,,,,,,,,,,,Employee,NULL,,,,,,,,,Potential for growth and improvements. The global market demands their product.,"Location: isolated location in Gainesville, TX. Difficult to attract top talent.",None
Zodiac Aerospace,ZC, France,Plaisir,"October 6, 2014",,,1.0,3.0,1.0,,1.0,2.0,1.0,,Current,,,, Bonder,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,less than a year,,,,,,The co workers are nice.,Management doesn't value employees. Makes promises and don't follow through. Cares about numbers and not about employees.,None
Zodiac Aerospace,ZC, France,Plaisir,"October 10, 2017",,,1.0,,,,,,,Former,,,Contractor,, Anonymous Contractor ,None,,,,,,,,,Not a good place to work.,Really bad place to work. Do not recommend even if your life depended on it.,Fire upper management.
Zodiac Aerospace,ZC, France,Plaisir,"October 29, 2017",,,1.0,,,,,,,,,,,,Employee,NULL,,,,,,,,,Some good people and the ability to move up quickly,"Salaries are low, stressful, working around the clock, dog-eat-dog work environment",None
Zodiac Aerospace,ZC, France,Plaisir,"November 6, 2017",,(1),1.0,3.0,1.0,,1.0,3.0,1.0,Former,,,,, Parts Mover/Line Assembly,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,less than a year,,,,,,I learned a lot about manufacturing.,They lay off workers at the first hint of a downturn.,be more involved with the process.
Zodiac Aerospace,ZC, France,Plaisir,"January 23, 2018",,,1.0,4.0,2.0,,2.0,4.0,1.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,less than a year,,,,,,"Benefits are good,different shifts to work on.","Pay not good at all, barely made over minimum wadge",Company does not care about the employer.
Zodiac Aerospace,ZC, France,Plaisir,"March 13, 2017",,,1.0,3.0,1.0,,1.0,1.0,1.0,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,,,,,You have medical and dental insurance.,Constant state of putting out fires.,Actually learn what you pay your employees to do everyday.
Zodiac Aerospace,ZC, France,Plaisir,"November 20, 2016",,(3),1.0,1.0,2.0,,2.0,1.0,1.0,Former,,,,, Manufacturing Engineer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,Get to live in central coast CA Taught me how a company shouldn't be run,Low pay Poor management Terrible health and safety,None
Zodiac Aerospace,ZC, France,Plaisir,"October 17, 2017",,(1),1.0,,1.0,,2.0,2.0,1.0,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Disapproves of CEO",full time,,,,,,,,"Travel, half the co workers","The other half of co workers. Too much turnover, new faces on your team constantly.",None
Zodiac Aerospace,ZC, France,Plaisir,"May 7, 2017",,,1.0,1.0,1.0,,1.0,1.0,1.0,Former,,,Contractor,, Mechanical Assembly,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,less than a year,,,,,,Overtime and Company Lunches are Good!,"Firing and Lay Offs are In Your Future, Plan On It!!",Get It Together!!
Zodiac Aerospace,ZC, France,Plaisir,"February 22, 2017",,,1.0,,,,,,,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,"Good benefits, 4 day work weeks","No more overtime, unfair management",None
Zodiac Aerospace,ZC, France,Plaisir,"April 18, 2018",,(1),1.0,5.0,1.0,,1.0,1.0,1.0,Former,,,,, Test Engineer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,,More than a year,,,,,9-5 job. Low stress job,"Boring, poor management, police like HR",Be more employee friendly
Zodiac Aerospace,ZC, France,Plaisir,"June 16, 2016",,(2),1.0,1.0,1.0,,2.0,4.0,1.0,,,,,,Program Manager ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,,More than a year,,,,,Salary good. Benefits ok on paper.,Culture of Fear. Political.,None
Zodiac Aerospace,ZC, France,Plaisir,"April 24, 2016",,,1.0,2.0,2.0,,2.0,3.0,1.0,Former,,,,, Program Manager,"Doesn't Recommend, Negative Outlook",full time,,,,More than 3 years,,,,Downsizing due to loss of business,Good vacation and personal time benefits,None
Zodiac Aerospace,ZC, France,Plaisir,"March 30, 2021",,,5.0,,,,,,,,Current,,,, Operateur Production,NULL,full time,,,,,,,,Nice work nice work nice work,Pico pco work all days all years,None
Zodiac Aerospace,ZC, France,Plaisir,"February 6, 2021",,,2.0,,,,,,,Former,,,,, Zzz,NULL,full time,,,,,,,,Interesting business with many opportunities,Turned sour when management refused to tackle recurring problems,None
Zodiac Aerospace,ZC, France,Plaisir,"June 12, 2020",,,5.0,5.0,5.0,,5.0,4.0,5.0,Former,,,,, Summer Student ,None,full time,,,,,,,,"People are very friendly and easy going, work is interesting",No real downsides that i can think of,None
Zodiac Aerospace,ZC, France,Plaisir,"March 27, 2020",,,4.0,,,,,,,Former,,,,, Technical Publications Editor ,NULL,full time,,,,,,,,It was an interesting experience coordinating between different departments,Little margin left for creativity,None
Zodiac Aerospace,ZC, France,Plaisir,"October 17, 2019",,,5.0,5.0,5.0,,,,5.0,Former,,Intern,,, First Year of Engineering Undergraduate Studies (Stage Ouvrier),Recommends,,,less than a year,,,,,,"Helpful insights into company work methods Colleagues help you understand how and what you are building Once you show your work ethics and motivation they trust you with more difficult tasks, which is greatly appreciated as a first year engineering undergraduate  Department manager answers your questions and does not leave you with unresolved problems Colleagues always help you, making sure you don't screw up","Hard to say, but perhaps tasks may seem repetitive, however that is needed when putting together dozens of electronic devices requiring perfect alignment of parts",n/a
Zodiac Aerospace,ZC, France,Plaisir,"December 6, 2019",,,3.0,4.0,3.0,,3.0,4.0,4.0,Former,,,,," Touch Up, Finisher","Recommends, Positive Outlook, No opinion of CEO",full time,,,,More than 3 years,,,,"Good working environment,fulfilling ,busy and organized....good benefits.","Too far from home,","Nothing, cos they've change the ownership by now...."
Zodiac Aerospace,ZC, France,Plaisir,"November 13, 2019",,,3.0,4.0,3.0,,2.0,1.0,2.0,,,,,, Doesn't Recommend,"Neutral Outlook, Disapproves of CEO",,,,,,,,,good ambiance and relations with colleagues,bad for evolution and developing new skills,"if you are junior, try to find other company"
Zodiac Aerospace,ZC, France,Plaisir,"July 5, 2019",,,4.0,5.0,4.0,,4.0,4.0,4.0,Former,,Intern,,, Placement Student,"Recommends, Positive Outlook, No opinion of CEO",,,,More than a year,,,,,Great industry experience with top companies.,Low work load at times.,None
Zodiac Aerospace,ZC, France,Plaisir,"August 13, 2019",,,3.0,5.0,5.0,,4.0,3.0,3.0,Former,,,,, Mechanical Designer,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,- Repetitive type of job with minimal stress - Good benefits and work-life balance,- Job eventually becomes boring - Salary increases are minimum,None
Zodiac Aerospace,ZC, France,Plaisir,"January 27, 2019",,,5.0,,,,,,,Former,,Intern,,, Anonymous Intern ,None,,,,,,,,,"The firm used to be friendly, efficeint and open-minded. Several tasks were given to me and a challenging environment help me to reach my aims",I don't have any in mind. Thank you for the support and the opportunity you gave me,None
Zodiac Aerospace,ZC, France,Plaisir,"March 17, 2019",,,4.0,4.0,4.0,,4.0,4.0,4.0,Former,,Intern,,, Anonymous Intern ,"Recommends, Neutral Outlook, No opinion of CEO",,,,,,,,,Very interesting company and willing to learn,Too much processes that are not relevant,None
Zodiac Aerospace,ZC, France,Plaisir,"April 16, 2019",,,1.0,1.0,1.0,,2.0,2.0,1.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,More than a year,,,,,Some managers might be friendly and understanding. But doesnt have the backbone to go against the ruthless and stupid mgt.,Basically everything else. Team was made to work at un-human conditions and the HR policies were appalling. Dont work there if you can find another job. I have worked in 6 companies - zodiac seats in camberley is easily the worst of the lot.,Dont look at all employees through the same lens. Cultivate some values within the company
Zodiac Aerospace,ZC, France,Plaisir,"December 12, 2018",,,4.0,3.0,4.0,,5.0,5.0,3.0,Former,,,,, Design Engineer,"Recommends, Neutral Outlook, No opinion of CEO",full time,,,More than a year,,,,,A lot of learning opportunities and friendly staff.,"Pay is not great, and employee appreciation should be better",Invest more in hard working workers
Zodiac Aerospace,ZC, France,Plaisir,"November 4, 2018",,,4.0,4.0,3.0,,4.0,3.0,2.0,Former,,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"very challenging environment, not really clear direction but good for self starters",management lost on strategy that they do not know what is it,None
Zodiac Aerospace,ZC, France,Plaisir,"April 1, 2019",,,2.0,,,,,,,Former,,,Contractor,, Anonymous Contractor ,Doesn't Recommend,,,,,,,,,Good location and staff in zodia,"not very organised company, and no place to go for lunch",None
Zodiac Aerospace,ZC, France,Plaisir,"April 6, 2019",,,3.0,3.0,4.0,,3.0,4.0,3.0,Former,,,,, Electrical Assembler,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,Company sales down and bought by safran.,company not going last long.,None
Zodiac Aerospace,ZC, France,Plaisir,"October 7, 2018",,,4.0,4.0,3.0,,4.0,4.0,4.0,Former,,Intern,,, Anonymous Intern ,"Recommends, Approves of CEO",,,,,,,,,Encouraging Positive Management Trustworthy and on top of that they help me to achieve my work,Quality control a bit poor Some processes need a better control,None
Zodiac Aerospace,ZC, France,Plaisir,"November 8, 2018",,,4.0,4.0,4.0,,4.0,4.0,4.0,,Current,,,, Anonymous Employee ,NULL,full time,,,,,,,,Interesting product to work on,Need to improve the quality of,None
Zodiac Aerospace,ZC, France,Plaisir,"February 13, 2019",,,2.0,1.0,1.0,,2.0,2.0,2.0,Former,,,,, Anonymous Employee ,NULL,full time,,,,,,,,The roof does not leak,"As long as you agree with and are liked by the French management team, things will be fine.",Leave
