Company_name,Ticker,Headquarters_State,Headquarters_City,Date,Covid_19,helpful,Overall_Score,Work_Score,Culture_Score,Diversity_Score,Career_Score,Compensation_Score,Senior_Manage_Score,Past,Current,Intern,Contract,Freelance,Position,evaluation,Full_time,Part_time,Less_than_a_year,more_than_a_year,more_than_3_years,more_than_5_years,more_than_8_years,more_than_10_years,Pros,Cons,Advice to Management
Zebra Technologies,ZBRA, IL,Lincolnshire,"May 30, 2015",,(2),3.0,2.0,2.0,,2.0,5.0,1.0,Former,,,,, Anonymous Employee,"Doesn't Recommend, Positive Outlook",full time,,,,,,More than 8 years,,"Good salary, good co-workers in day to day operations, good working conditions in the department. Relative autonomy in prioritizing work.",Management at all levels values conflict over interdepartmental success. Very little support of rank and file employees. Us vs them mentality in all departments. Significantly understaffed. Under trained. Demand sacrifice of home/private life to move up in company.,Avoid shifting engineering responsibilities to hourly employees. Make sure technologies are mature before rolling them out into production. Stop punishing engineers for supporting hourly associates tasked with doing their jobs.
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 22, 2016",,(17),2.0,1.0,1.0,,1.0,2.0,1.0,,Current,,,, Software Engineer,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,less than a year,,,,,,"Ok, pay. Nice time off package if they actually honor it.",Mostly everything. Poor work life balance. Even holidays are taken away if they see fit. Management is all over the place and the company does not seem to have a true mission.,If you want to offer benefits such as days off you should actually allow your employees to take them.
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 7, 2017",,,2.0,4.0,1.0,,3.0,1.0,2.0,Former,,,Contractor,, Anonymous Contractor,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",,,,More than a year,,,,,Learned new skills and systems. Worked independently with a lot of responsibilities. Nice new building with cafe and workout center. Met a few very intelligent people. Flexible work schedule. Great products and services offered. Loads of potential in multiple industries.,"Dishonest about direction of company. Led people to believe their positions were safe, but then let go department after department! Mostly let go the good, hard working people who were with Zebra for many years. Kept most of the Motorola employees, while also putting up huge walls between the employees on both sides. Gave bonuses to ALL Managers & up, and ALL the Motorola acquisitions! While ONLY leaving out the ""workers"" (non-management, and majority of staff) from Zebra! Initially thought it was a mistake. Then it quickly turned into a lot of upset people. Their ""fix"" after the huge backlash was to give the left out Zebra folks a very small percentage of their salary, IF they were eligible for it. Not more than a couple percent. Never heard of such a thing. Horrible, horrible business decision! Not the best way to keep up team morale. Although, the team I was on had NO team morale! Not even friendly or civil to one another! Looked for ways to back stab the person next to them. Horrible, completely backwards training. Department changed managers 4 times in 1 year. Very uncomfortable, negative work environment to be in. Difficult to obtain answers to questions. If something might be wrong, fingers start pointing immediately, and blaming of someone. Many of the original Zebra folks unsure of their job and future. Very tense environment. They keep changing Mgr's and Sr Mgr's, and then they change the staff and so on.","Get a better grasp on the departments you have left there. Do some team building activities. Be honest and fair with the folks who are still there. Stop outsourcing departments to other countries and states. The people who knew the most about the products and company, were right there in the building. Customers aren't happy talking to people who don't know what they're dealing with, and then have to wait on answers and resolutions. Zebra was once a friendly and ""family"" company who cared about their employees. Go back to that type of culture."
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 23, 2017",,(3),2.0,4.0,1.0,,2.0,2.0,2.0,,Current,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, Disapproves of CEO",full time,,,,,,,,- Work/life balance - Work remote,- Reactive management approach repeatedly cuts growth/transform projects to hit short term goals - Very slow to react to customer needs - Very slow rate of change across the organization - No young talent that is being molded for future growth - The entire company runs on waterfall thinking,Motivate the company to act on a clear priority and follow through for once. Going through five years of culture initiatives with different consulting groups leading the charge isn't going to get the results you would like either.
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 24, 2017",,,4.0,4.0,4.0,,5.0,5.0,4.0,Former,,Intern,,, Anonymous Intern ,Recommends,,,,,,,,,"Excellent office in a beautiful location, great canteen, friendly people to work with, good pay",I would have appreciated the role more had I been more involved as an Intern in all the team meetings,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 8, 2011",,,4.0,3.0,,,4.0,2.5,3.0,,,,,, ,"Recommends, No opinion of CEO",,,,,,,,,Great environment. Friendly people. Good opportunity for growth and improvement.,Compensation compared to other companies is not up to par.,Compensate according to the average of other companies.
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 23, 2013",,(4),1.0,1.0,1.0,,1.0,2.0,1.0,,Current,,,, Xxx XxXX,"Doesn't Recommend, Neutral Outlook, Disapproves of CEO",full time,,,,,,,More than 10 years,NO Pros xxx xxx xxx xxx,"Management works hard at finding your faults to keep performance appraisal low... IE: your 1 min late… I need you logged in at your start time…why were you away from your desk so long … I told you too do it this way, what happen. Why you were in the bath room so long… xxx said you said this, is that true. I could go on and on... Don’t keep a lot of personal items on your desk … If you don’t want suck up to your supervisor / manager, don’t apply",Customer service / Tech Support is the life blood of Corp development...Have respect for those people!!! … They are your front line and your image.
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 17, 2016",,(3),5.0,4.0,4.0,,5.0,3.0,4.0,,Current,,,, Anonymous Employee ,"Recommends, Neutral Outlook",full time,,,,,,,More than 10 years,"Agile, trusted adviser, innovative, fast paced","After merge turmoil, now a large company.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"April 19, 2018",,,5.0,5.0,5.0,,3.0,5.0,5.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"Benefits, flexible hours, and great team to work with.",Advancement is limited for production due to its size.,"Keep growing, so we can create more positions and more opportunities to advance."
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 2, 2016",,,5.0,5.0,5.0,,4.0,4.0,4.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, No opinion of CEO",full time,,,,,,,,Tremendous teamwork and Culture helps the employees thrive within the work environment. Tools are given to succeed.,No cons to share at this time,Formal training programs for sales to learn the products
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 4, 2018",,,5.0,5.0,5.0,,5.0,5.0,5.0,,Current,,,, Administrative,"Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,"Compensation, Incentive plan, Time off","Long work day, communication between departments","Communicate between department, what one department does has either a direct or indirect affect on another department."
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 25, 2015",,,5.0,5.0,5.0,,5.0,5.0,5.0,,Current,,,, Senior Staff Engineer,"Recommends, Positive Outlook",full time,,,More than a year,,,,,"Great people and culture, interesting work, nice work/life balance.","A car is required, and commercial products aren't quite as sexy as consumer products.",Open an office in New York City
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 25, 2015",,(3),2.0,2.0,1.0,,1.0,3.0,1.0,,,,,, Doesn't Recommend,"Negative Outlook, Approves of CEO",,,,,,,,,The Lincolnshire office is awesome. The cafeteria has great food and there's a free gym. Good company benefits and a lot of PTO time. Very innovative products!,"The leadership is horrible, making the culture and work environment horrible. Not a good place to start for an entry level employee, leadership doesn't invest time or money into developing their talent internally. If you are a millennial, don't join this company. It's way too old school and they don't understand the importance of attracting and retaining young talent.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 6, 2017",,,4.0,3.0,3.0,,4.0,3.0,3.0,Former,,Intern,,, Software Engineer,"Recommends, Neutral Outlook, Approves of CEO",,,,More than a year,,,,,"Decent intern program, lots of opportunity to explore different technology and to work in different teams",Company has a very old fashioned cubicle style setup. Few younger people working there,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 20, 2013",,,4.0,4.0,3.0,,2.0,4.0,4.0,,Current,,,, Product Manager ,"Recommends, Neutral Outlook, Approves of CEO",full time,,,,,,,More than 10 years,"Pretty well run, professional, leader in its markets","Still struggling to figure out how to grow more, too engineering driven, a bit top heavy maybe.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 26, 2017",,,5.0,5.0,4.0,,4.0,4.0,4.0,Former,,Intern,,, Intern ,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,Small group in IT Security Operations Knowledgeable leaders Decent Pay Flexible work hours and work location,Broken Processes Quick turnover of employees,Reorganize to allow easier process flow so people stop leaving
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 25, 2018",,(2),2.0,4.0,1.0,,2.0,3.0,1.0,Former,,,,, Senior Software Development Engineer ,"Doesn't Recommend, Positive Outlook, Disapproves of CEO",full time,,,,,,More than 8 years,,Decent benefits and quality products.,"Zebra hires people with low wages and in return has people that are clueless as how to do their job. Very political, and no room for growth. The upper management is barely there to understand the issues and then firefighting, finger pointing and micromanagement style begins. Directors who’ve been there for too long and just take care of each other instead of making any real positive change.",Get off your chairs and correct the issues from the top.
Zebra Technologies,ZBRA, IL,Lincolnshire,"April 30, 2018",,,5.0,5.0,5.0,,5.0,4.0,5.0,Former,,Intern,,, Anonymous Intern ,"Recommends, Approves of CEO",,,,,,,,,-Collaborative -Interns are very involved -Results-driven -Work-life balance -Management is great,"I felt that, at times, certain teams didn't fully understand other team's functions and impact on the business.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 11, 2016",,,5.0,5.0,5.0,,1.0,5.0,3.0,,Current,,,, Senior Program Manager,"Doesn't Recommend, Negative Outlook",full time,,,,,,,More than 10 years,Amazing technologies for the market place.,Poor sales execution for the Access Points.,"The market for access points is growing at 20% per year, so should the sales!"
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 27, 2017",,(1),5.0,5.0,3.0,,4.0,4.0,3.0,,,,,, Hourly,None,,,,More than a year,,,,,"Amazing experience, great with time off, overtime, working from home. Great culture to work for",Mostly on the job training-could get a little stressful,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 13, 2016",,(9),2.0,1.0,2.0,,1.0,3.0,2.0,,Current,,,, Anonymous Employee,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,Great product line with innovative and good quality products.,"In the process of integrating two companies, cultures, and processes. Due to the integration process, the time needed to get everything done and to comply with deadlines does not allow for work/life balance. Not many opportunities for advancement, for the majority, the company has hired from outside in the last few years.",Make it a priority to look into employee satisfaction and retention.
Zebra Technologies,ZBRA, IL,Lincolnshire,"May 20, 2017",,(7),1.0,1.0,3.0,,3.0,2.0,1.0,Former,,,,, Field Marketing Manager ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",full time,,less than a year,,,,,,Great products and technology Wonderful concept of how great companies work to make sure there is a good balance Some really fine people work there,"The merging of Motorola and Zebra has exposed some major weaknesses within the organization There are some really not fine people in teams and mid-management that higher management agreed were causing major disruption, but then did nothing to address the questionable things going on Which resulted in proving that the concept of how to run a great company wasn't quite a reality","If an employee brings an issue(s) to you, that you agree are an issue, don't allow management to use performance plans or bullying to get the employee out the door."
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 25, 2017",,(1),4.0,4.0,2.0,,3.0,4.0,3.0,Former,,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,Community involved company with a health focus,Can be clique exclusion like,Break up the cliques. Build teams that affectively work together
Zebra Technologies,ZBRA, IL,Lincolnshire,"April 14, 2015",,,4.0,4.0,5.0,,3.0,3.0,2.0,,Current,,Contractor,, Project Management Associate,"Recommends, Neutral Outlook",,,,More than a year,,,,,"Amazing coworkers. Friendly, accommodating atmosphere.","Job security is very low after merge with Motorola Solutions. Favoritism runs rampant, and ""climbing the ladder"" seems near impossible.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 10, 2016",,(22),1.0,1.0,1.0,,1.0,1.0,1.0,Former,,,,, Business Analyst,"Doesn't Recommend, Negative Outlook",full time,,,,,,,,"Executive vision of dominating Internet of Things space is compelling. Global work can be interesting, challenging, and exciting. Products have a good reputation for reliability, design, and innovation.","Blatantly unequal compensation (2% bonus, no raise until 2018 for legacy Zebra employees, 10% bonus on top of annual raises to legacy Motorola employees), cronyism, and lip-service culture change theater are destroying morale and widening divisions. Senior management is out of touch with day-to-day execution challenges and middle management lacks the skills to coach integrated teams in an increasingly resentful environment.  Management has and will readily outsource any department - manufacturing, engineering, quality control, distribution, facility management, information technology, etc. Advancement opportunities disappeared with the acquisition. They're now filled with cronies, cancelled due to budget concerns, or held for an ideal outside candidate HR can never find.   Senior management is overly focused on short term targets and sets integration savings goals and priorities without consulting departments on feasibility or advising how to reach those goals. It's no suprise earnings estimates had to be revised down twice this year.  I am one of many who left before the layoffs arrive. Work-life balance disappeared completely as management demands employees juggle multiple integration projects, existing responsibilities, and training of acquired staff but continues to freeze hiring. I had 6-8 hours of on and off hour meetings daily for three months and was expected to produce more analytic work and savings estimations than I did when I had 6-8 hours of meetings a week. Still, no raise with that increased responsibility.","Serious damage has been done to the company's reputation, shareholder's equity, and employee morale; a serious change is merited. "
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 22, 2017",,(5),3.0,2.0,2.0,,3.0,5.0,3.0,Former,,,,, Instructional Designer,"Doesn't Recommend, Negative Outlook, No opinion of CEO",full time,,,,,More than 5 years,,,They allow remote employees. You're constantly working on something new.,"Everything is under-resourced. Not enough time, not enough people, and not enough investment to truly do a good job for customers.",You can't expect innovation if you don't invest in your employees learning. You can't do outstanding work on the cheap. You can't keep counting on your employees to work overtime to make up for your poorly planned and poorly resourced projects.
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 4, 2015",,,4.0,4.0,4.0,,4.0,4.0,4.0,,Current,,,, Systems Engineer ,"Recommends, Neutral Outlook",full time,,,,More than 3 years,,,,"Good Company, good vision and great corporate HHRR system",Will face financial challenges in the near future after the the aquisition of the Motorola EMB division,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 22, 2016",,(1),3.0,2.0,3.0,,3.0,2.0,2.0,,,,,,"Senior Manager, Product Manager ","Recommends, Neutral Outlook, No opinion of CEO",,,,,,,,,Freedom to perform your job and make your own path for career mobility. Flexible schedules with remote working opportunities at manager's discretion.,"Since the acquisition of Motorola Enterprise Solutions the company has become more bureaucratic and process laden. Strategy is good, but not well executed. Many factions within the company do similar things to build empires.",Do not allow multiple groups within organization develop similar software products. One centralized group focused on delivering a Platform
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 19, 2016",,(1),4.0,5.0,5.0,,5.0,4.0,4.0,Former,,,,, Anonymous Employee,"Neutral Outlook, Approves of CEO",full time,,,,,More than 5 years,,,Great benefits and people. Good business opportunity and products.,Confusion on who owns what internally. A lot of measuring impacting ability to do.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 2, 2014",,,4.0,4.0,3.0,,2.0,4.0,2.0,,,,,, Recommends,"Negative Outlook, Approves of CEO",,,,,,,,,"Work-life balance, interesting work mostly, smart people.","No growth, no opportunity, top heavy. Micro-management from too high a level.",Actually give people at lower levels responsibility.
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 28, 2017",,,1.0,2.0,1.0,,2.0,1.0,1.0,Former,,,Contractor,, Anonymous Contractor ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",,,,,,,,,Enjoyed working with some of the fellow contractors and Zebra staff. Increased in technical knowledge and could have learned more if they were willing at the time to train / teach.,Disconnect between lower and upper management. Poor communication among team. Zebra staff withheld important details required to resolve customer issues. Oppressive work environment. Zebra let multiple contractors go that were instrumental in their success. Could have hired them full time.,"Listen to your staff, both full time Zebra and contracting staff. Listen to your customers who currently are displeased with your performance, namely Wal-Mart. Hire an outside expert to evaluate what your doing well and doing poorly. Consider and act on their suggestions."
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 8, 2017",,(2),4.0,4.0,3.0,,3.0,4.0,3.0,Former,,,,, Anonymous Employee ,"Doesn't Recommend, Neutral Outlook, No opinion of CEO",full time,,,,,,,,"competitive benefits, generally a polite group","selling to a declining vertical market, retail",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 27, 2017",,(5),2.0,4.0,2.0,,3.0,2.0,1.0,,,,,,Content Strategist ,"Doesn't Recommend, Negative Outlook, Approves of CEO",,,,More than a year,,,,,Work from home. Simple work.,"The hierarchy there was ridiculous. The latter of people I reported to was unnecessary. The people in upper management are mostly older, white men. For a technology company, they were that innovative. Most managers have their favorite employees and the office is literally in the middle of nowhere. The commute was awful. The culture for most departments needed improvement.",To set a respectful precedence that goes beyond yourself.
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 3, 2015",,,3.0,3.0,3.0,,4.0,3.0,2.0,,,,,, Recommends,"Positive Outlook, Approves of CEO",,,,,,,,,Safe sales job. Really good place to work with great people.,Cultures clashing with legacy zebra hands off sales culture and MSI intense sales culture. Legacy zebra guys heads are spinning that they actually may have to talk to a customer. Nobody responds to communications. Takes five emails or calls to get anything response. Most still don't have revenue numbers in JUNE for their sales territory Too many overlays that don't do anything,Stop being so cheap with stuff and have comp plans that limit your OTE.
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 10, 2015",,,4.0,4.0,5.0,,4.0,5.0,3.0,,,,,, ,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,"Zebra is a large company, that still has the small company feel.",Newly appointed SVP of HR has no HR background?,Be more visible
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 17, 2015",,,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,Channel Manager ,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,"Good people, common vision, fair compensation.",Tough to stay connected when working remotely. Rumors can be distracting,Stay true to the channel programs
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 13, 2016",,,5.0,,,,,,,,,Engineering,,,Test Eng,None,,,less than a year,,,,,,"Great work culture, friendly management, quick response team.  They genuinely take interest in helping their interns",Nothing much really. Probably just the food,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 17, 2016",,,4.0,4.0,5.0,,5.0,3.0,5.0,,Current,,Contractor,, Anonymous Contractor ,None,,,,,,,,,"Great company culture, communication with upper management and pleasant work environment",Hard to make it to full-time employment status due to budget management/full allocation,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"November 3, 2017",,,3.0,3.0,3.0,,3.0,5.0,3.0,Former,,,,, Anonymous Employee ,Approves of CEO,full time,,,,,,,,Benefits at Zebra are great. Pay is ok. If you like overtime this is it.,Managers are are chosen from the floor. They lack in training and are often to busy to notice when employees are wore down before its to late. HR is not on site. If employees have personal issues they must take them up with management and hope they have answers.,Culture is more than just a way to run a business. It is also about compassion when an employee is hurting.
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 12, 2016",,(1),4.0,4.0,3.0,,4.0,4.0,3.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,zebra is a good company to work for.,some employees with continued bad behavior are protected by their manager,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"April 19, 2016",,,5.0,5.0,5.0,,4.0,5.0,5.0,Former,,Intern,,, Mechanical Engineer Intern,"Recommends, Positive Outlook",,,less than a year,,,,,,"Great experience, lots of hands on learning material, very friendly culture.",no negative outlook about this company,keep up the great work
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 8, 2017",,,5.0,,,,,,,Former,,,,, Anonymous Employee,NULL,full time,,less than a year,,,,,,Great Job with Great Employees...a very positive place to work and they really care about the employees,"The job is only ""seasonal""...",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"April 7, 2017",,,5.0,,,,,,,Former,,Intern,,, Anonymous Intern ,None,,,,,,,,,"Great pay, wonderful people, gym on campus, set up a lot of tours for interns",None it is a great place,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"May 7, 2018",,(6),2.0,5.0,1.0,,1.0,1.0,1.0,Former,,,Contractor,, Test Engineer,"Doesn't Recommend, Negative Outlook, No opinion of CEO",,,,,More than 3 years,,,,"Buzzwords, 90's Technologies and Practices, Key Engineers/Management on vacation for prolonged weeks at a time","Old boys club, Stiff management, Unable to consider new ideas or technologies. Getting no credit for doing the lion's share of the work, being blamed for miscommunication between management and leads,","Wake up, Figure out what you actually want to achieve. Remove some of the dead weight and bring in new talent and ideas to revitalize"
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 29, 2013",,(1),4.0,,,,5.0,5.0,,,,,,, Recommends,"Positive Outlook, Approves of CEO",,,,,,,,,"Friendly environment, great benefits, raise every year","None really, working here is great. I am satisfied",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 27, 2013",,(1),1.0,1.0,1.0,,2.0,3.0,1.0,Former,,,Contractor,, Interim Global Product Marketing Manager ,"Doesn't Recommend, Negative Outlook, Disapproves of CEO",,,,,,,,,"Good location Pay is not bad Lots of opportunity to learn new things, provided you are self-motivated since there is no training or support offered",Extreme reliance on outside vendors who are vastly incompetent  Corporate strategy changes on seemingly daily basis People in charge of product strategy and planning are grossly under-qualified No one here has any vision,"Time to clean house and bring in an entirely new breed of employee. I served as a temporary contractor for several months and had permanent employment been offered, I never would have accepted under these current conditions. You will never garner nor retain MBAs like myself if this is how you continue to run the company."
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 14, 2016",,(1),4.0,4.0,4.0,,2.0,4.0,2.0,,,,,,Bus,"Recommends, Neutral Outlook, No opinion of CEO",,,,More than a year,,,,,Global presence with a multicultural organization,Career planning seems not to be a main priority,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"February 11, 2016",,,4.0,3.0,3.0,,3.0,5.0,3.0,Former,,Intern,,, Engineering Intern,"Recommends, Positive Outlook",,,less than a year,,,,,,Friendly coworkers. HR was great. Senior engineers spent time with interns. Multiple social programs.,Engineers seemed to be over worked.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 14, 2016",,,5.0,5.0,4.0,,4.0,4.0,5.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook",full time,,,More than a year,,,,,Nice teams working for a common goal,It gets really tough when travelling for work with coach only policy,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"September 13, 2017",,,5.0,,,,,,,Former,,Intern,,, Advanced Development,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,"Nice colleagues, interesting products to work on, higher level problem solving","Out in the suburbs, occasionally it feels very slow",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 29, 2017",,(1),4.0,5.0,5.0,,3.0,4.0,4.0,,,,,, Recommends,Approves of CEO,,,,,,,,,"Lots of flexibility at work, healthy work environment","Not for go-getters, growth is slow if at all",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"May 11, 2018",,,4.0,4.0,4.0,,4.0,4.0,3.0,,Current,,,, Firmware Engineer,"Recommends, Positive Outlook, No opinion of CEO",full time,,,More than a year,,,,,Flexible work environment. Good benefit package. Opportunity for advancement.,"Location. Great, beautiful spot, but distant from more affordable housing.",None
Zebra Technologies,ZBRA, IL,Lincolnshire,"August 2, 2011",,,3.0,4.0,,,2.5,4.0,2.0,,,,,,Director Supply Cha,"Recommends, No opinion of CEO",,,,,,,,,Good work-life balance Usually people can take initiative and get things done Flat management structure Some opportunities to work on overseas assignments,Middle management is mired in politics Directors and VPs are often  Benefits are still good but slowly shrinking,Give employees more respect
Zebra Technologies,ZBRA, IL,Lincolnshire,"May 10, 2015",,(1),3.0,3.0,2.0,,3.0,3.0,2.0,,Current,,,, Sales,"Doesn't Recommend, Positive Outlook, Approves of CEO",full time,,less than a year,,,,,,"Company has good market share, earning potential is high, they seem to promote for within...","currently, management is a mess within the sales dept. They don't know what they're doing - bit more than they could with the moto purchase and are trying to move to fast. New management micromanages a lot while they tell you ""they don't""",Get your crap together soon.... People will get tired of waiting for things to be normal again.
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 28, 2015",,,4.0,4.0,4.0,,3.0,3.0,4.0,,,,,, ,"Recommends, Positive Outlook, Approves of CEO",,,,,,,,,"Future focused, good people, believes in talent",none that I can see so far,Communication is key to sharing information with employees
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 12, 2017",,,4.0,4.0,4.0,,3.0,5.0,4.0,Former,,,,, Hardware Engineer Principal,"Recommends, Positive Outlook, Approves of CEO",full time,,,More than a year,,,,,Good benefits. Responsive HR. Friendly atmosphere.,Large corporate thinking. Lots of reviews requiring buy-in from many parties.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"April 18, 2018",,,5.0,5.0,5.0,,5.0,5.0,5.0,,Current,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"There's a lot of lifers here. Once people come, they tend to stay.",I don't have any cons,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"July 4, 2014",,,4.0,4.0,4.0,,2.0,4.0,4.0,,Current,,,, Anonymous Employee,"Recommends, Positive Outlook, Approves of CEO",full time,,,,More than 3 years,,,,Bright and down to earth employees. The design center in Agoura Hills is a non-egotistical and positive environment.,Lack of opportunity at design center,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"March 24, 2016",,(2),3.0,4.0,5.0,,3.0,4.0,4.0,Former,,,,, Contract Administrator,"Recommends, Neutral Outlook, Approves of CEO",full time,,less than a year,,,,,,"Good benefits, approachable upper management. Half of my team was awesome, the other half was awful.","The work was non stop boring data entry. Outdated technology systems used. The irony.  My manager was cool, but half of the team came into work each day asking themselves, ""what can my team do for ME today.""",Don't be afraid to demote or fire the bad apples. They ruin everyone's day.
Zebra Technologies,ZBRA, IL,Lincolnshire,"October 14, 2016",,,4.0,5.0,5.0,,2.0,2.0,4.0,Former,,Intern,,, Intern,"Recommends, Neutral Outlook, Approves of CEO",,,less than a year,,,,,,Company environment was a lot of fun and people are very enthusiastic,Not a lot of opportunities for Entry Level Jobs.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 16, 2017",,,5.0,5.0,3.0,,4.0,4.0,5.0,Former,,,,, Anonymous Employee ,"Recommends, Positive Outlook, Approves of CEO",full time,,,,,,,,"you will have Flexible timings, Friendly enviornment",Driving force is lacking in most of the teams,build competitive atmosphere
Zebra Technologies,ZBRA, IL,Lincolnshire,"June 27, 2018",,,5.0,4.0,5.0,,5.0,5.0,4.0,,Current,Intern,,, Intern,"Recommends, Positive Outlook, Approves of CEO",,,less than a year,,,,,,Excellent people and diverse profile. This company cares a lot for their people.,Team on-boarding sessions can be improved.,None
Zebra Technologies,ZBRA, IL,Lincolnshire,"January 27, 2016",,(14),1.0,3.0,1.0,,1.0,2.0,1.0,,Current,,,, Supply Chain,"Doesn't Recommend, Neutral Outlook",full time,,,,More than 3 years,,,,"The first level managers and individual contributors are great to work with. Also am lucky that the Director for my team is knowledgeable, good to work for and well rounded with work-life balance. The office building in Lincolnshire is very nice, like a Crystal Palace (pro and con). Zebra also has a wonderful shuttle bus service from Deerfield and Highland Park train stations for those commuting from Chicago or far out suburbs. Some of the other benefits are fairly normal, they do offer tuition reimbursement which is nice for those who can take advantage.","There is not much career growth opportunity. I have no where to go in the company and stay on my current career path, plus Zebra is on a Hiring Freeze. The culture has taken a turn for the worst since acquisition of Motorola Enterprise Solutions. Unfortunately the poor attitudes, poor processes and mediocre upper management were kept from Motorola. There's a reason that company was not doing well, it doesn't make sense why Zebra management has decided to hold on to those reasons. If there is new hires in upper management all were from outside the company - another clue that Zebra is not interested in their own employee career growth. Icing on the proverbial cake is that Zebra decided to expand their bonus program, sounds great right? wrong...those that were on the program (all levels of managers, pre-acquisition Motorola managers and individual contributors, all of which were already in the program) remain eligible for their Bonus and Merit Increase for 2015 performance; those that were just added Legacy Zebra individual contributors (about 1800 people) are not eligible for Bonus nor are they eligible for a Merit Increase for 2015 performance.  Seems to me that unless you were already in Zebra Management or Pre-Acquisition Motorola you have it good, but not if you were an original individual contributor at Zebra. My sentiments are echoed on the internal site, in social media and right here on glassdoor.com  Also, don't let them fool you...Zebra is NOT a Tech company, they are a manufacturing company who outsource jobs.","Do not forget who got you to where you are now, some of your employees that are affected by your decisions have been with Zebra 20+ years. Practice what you say your values are and the rest of the company will follow suit. The dissent is reflected in the stock price."
